,ID,V,e_V,V-R,e_V-R,V-I,e_V-I,abs(V),abs(V-I),abs(V-R),abs(R-I)
659,05222098,18.574,0.131,0.275,0.187,1.407,0.199,9.935937431123284,1.599696,0.368744,1.230952
660,05222657,19.267,0.09,1.027,0.102,1.868,0.107,10.628937431123282,2.060696,1.120744,0.9399520000000001
661,05222552,18.25,0.028,0.714,0.033,1.377,0.037,9.611937431123282,1.5696960000000002,0.8077439999999998,0.7619520000000004
662,05222539,18.139,0.07,0.578,0.086,1.122,0.103,9.500937431123281,1.3146960000000003,0.6717439999999999,0.6429520000000004
663,05221928,19.07,0.044,0.924,0.051,1.858,0.053,10.431937431123282,2.050696,1.017744,1.0329519999999999
664,05212741,20.037,0.108,1.517,0.112,1.722,0.137,11.398937431123281,1.914696,1.6107439999999997,0.3039520000000002
665,05212908,19.884,0.095,1.057,0.108,2.176,0.108,11.245937431123282,2.368696,1.1507439999999998,1.2179520000000001
666,05212823,18.286,0.022,1.096,0.024,2.189,0.024,9.647937431123284,2.381696,1.189744,1.191952
667,05212803,18.759,0.035,1.046,0.038,2.059,0.04,10.120937431123282,2.251696,1.139744,1.1119519999999998
668,05212747,17.666,0.012,1.054,0.014,2.095,0.014,9.027937431123283,2.287696,1.147744,1.1399519999999999
669,05212733,20.189,0.118,0.987,0.134,2.14,0.134,11.550937431123282,2.332696,1.080744,1.251952
670,05212709,18.459,0.025,1.057,0.028,2.055,0.029,9.820937431123282,2.247696,1.1507439999999998,1.0969520000000001
671,05212693,18.671,0.032,0.969,0.036,1.907,0.038,10.032937431123282,2.099696,1.062744,1.0369519999999999
672,05212316,19.337,0.055,0.981,0.063,1.962,0.066,10.698937431123282,2.154696,1.074744,1.079952
673,05212535,20.793,0.213,1.328,0.226,2.703,0.226,12.154937431123281,2.8956959999999996,1.4217440000000001,1.4739519999999995
675,05211845,20.627,0.17,1.499,0.18,3.189,0.178,11.988937431123281,3.381696,1.592744,1.7889519999999999
676,05211726,17.728,0.013,0.888,0.016,2.112,0.016,9.089937431123284,2.304696,0.981744,1.322952
679,05211895,20.214,0.126,0.974,0.147,2.034,0.149,11.57593743112328,2.2266959999999996,1.067744,1.1589519999999995
680,05212962,21.107,0.27,1.673,0.281,2.9,0.285,12.468937431123281,3.0926959999999997,1.7667439999999999,1.3259519999999998
681,05212038,19.28,0.051,1.275,0.055,2.504,0.056,10.641937431123283,2.6966959999999998,1.3687439999999997,1.327952
682,05212103,18.295,0.022,1.179,0.024,2.316,0.024,9.656937431123284,2.5086959999999996,1.272744,1.2359519999999995
683,05212186,17.694,0.011,1.192,0.013,2.276,0.013,9.055937431123281,2.4686959999999996,1.285744,1.1829519999999996
684,05212291,20.23,0.116,1.269,0.126,2.576,0.127,11.591937431123283,2.768696,1.362744,1.4059519999999999
685,05212994,21.533,0.382,1.594,0.4,3.235,0.399,12.894937431123283,3.4276959999999996,1.6877440000000001,1.7399519999999995
686,05211726,17.728,0.013,0.888,0.016,2.112,0.016,9.089937431123284,2.304696,0.981744,1.322952
688,05214174,18.222,0.019,1.381,0.021,3.092,0.021,9.583937431123283,3.284696,1.474744,1.8099519999999998
690,05214031,18.6,0.027,0.983,0.031,1.971,0.032,9.961937431123284,2.163696,1.076744,1.086952
691,05214423,19.012,0.04,0.826,0.048,1.649,0.052,10.373937431123283,1.841696,0.9197439999999999,0.9219520000000001
692,05214180,20.113,0.108,1.055,0.122,2.136,0.124,11.474937431123282,2.328696,1.148744,1.179952
693,05213838,19.806,0.082,0.858,0.097,1.562,0.112,11.167937431123283,1.7546960000000003,0.9517439999999999,0.8029520000000003
695,05214494,19.375,0.07,0.95,0.079,2.351,0.076,10.736937431123282,2.5436959999999997,1.043744,1.4999519999999997
696,05213857,19.957,0.1,0.725,0.123,1.606,0.132,11.318937431123283,1.7986960000000003,0.8187439999999999,0.9799520000000004
697,05214097,18.327,0.023,0.883,0.026,1.765,0.027,9.688937431123284,1.957696,0.9767439999999998,0.9809520000000003
698,05213563,20.032,0.105,0.954,0.123,2.137,0.124,11.393937431123282,2.3296959999999998,1.047744,1.2819519999999998
700,05213559,19.875,0.094,1.177,0.106,2.251,0.109,11.236937431123282,2.4436959999999996,1.2707439999999999,1.1729519999999998
701,05213260,20.014,0.097,0.998,0.11,1.791,0.122,11.375937431123281,1.983696,1.091744,0.8919519999999999
703,05213225,18.685,0.03,0.988,0.033,1.928,0.036,10.04693743112328,2.1206959999999997,1.0817439999999998,1.0389519999999999
705,05213479,19.34,0.054,0.681,0.067,1.477,0.076,10.701937431123282,1.6696960000000003,0.7747439999999999,0.8949520000000004
706,05213511,20.545,0.186,0.993,0.211,1.927,0.223,11.906937431123284,2.119696,1.086744,1.0329519999999999
708,05214942,18.277,0.022,1.172,0.024,2.136,0.024,9.638937431123283,2.328696,1.265744,1.062952
709,05214885,19.402,0.057,1.056,0.064,2.008,0.068,10.763937431123283,2.2006959999999998,1.1497439999999999,1.0509519999999999
711,05214813,18.981,0.04,0.78,0.048,1.486,0.055,10.342937431123284,1.6786960000000002,0.8737440000000001,0.8049520000000001
712,05214732,21.572,0.397,1.393,0.426,3.185,0.415,12.933937431123281,3.377696,1.486744,1.8909519999999997
714,05214599,19.321,0.055,1.097,0.061,2.166,0.064,10.682937431123284,2.3586959999999997,1.1907439999999998,1.1679519999999999
717,05214611,21.085,0.271,1.683,0.281,3.589,0.28,12.446937431123283,3.7816959999999997,1.776744,2.0049519999999994
719,05215680,18.853,0.036,0.831,0.043,1.691,0.046,10.214937431123284,1.8836960000000003,0.9247439999999998,0.9589520000000005
720,05215688,19.601,0.07,0.977,0.078,1.969,0.082,10.962937431123281,2.161696,1.070744,1.0909520000000001
721,05215445,20.335,0.145,1.409,0.155,2.455,0.159,11.696937431123283,2.647696,1.502744,1.1449519999999997
722,05215760,19.969,0.091,1.024,0.104,1.995,0.108,11.330937431123283,2.187696,1.1177439999999998,1.069952
723,05215467,17.91,0.015,0.681,0.019,1.341,0.022,9.271937431123282,1.5336960000000002,0.7747439999999999,0.7589520000000003
724,05215683,19.258,0.051,1.41,0.054,2.992,0.054,10.619937431123281,3.1846959999999997,1.503744,1.6809519999999998
725,05215310,17.953,0.015,0.732,0.019,1.422,0.021,9.314937431123282,1.6146960000000001,0.825744,0.7889520000000001
726,05215681,20.491,0.167,1.335,0.178,2.632,0.179,11.852937431123282,2.824696,1.4287439999999998,1.395952
728,05215637,20.998,0.271,1.499,0.284,2.873,0.285,12.359937431123283,3.065696,1.592744,1.472952
729,05215347,19.414,0.065,1.051,0.072,2.296,0.072,10.775937431123284,2.4886959999999996,1.144744,1.3439519999999996
730,05215348,19.64,0.077,1.221,0.083,2.407,0.085,11.001937431123283,2.599696,1.314744,1.2849519999999999
731,05215879,21.497,0.4,1.223,0.439,2.806,0.425,12.858937431123282,2.998696,1.3167440000000001,1.6819519999999997
732,05215902,18.509,0.026,0.586,0.032,1.26,0.039,9.870937431123282,1.4526960000000002,0.6797439999999999,0.7729520000000003
733,05215161,19.009,0.041,1.038,0.046,2.055,0.048,10.370937431123282,2.247696,1.131744,1.1159519999999998
736,05215949,18.175,0.018,0.691,0.023,1.421,0.026,9.536937431123283,1.6136960000000002,0.7847439999999999,0.8289520000000004
739,05220322,18.81,0.033,1.034,0.037,1.944,0.039,10.17193743112328,2.1366959999999997,1.127744,1.0089519999999996
740,05221233,20.016,0.112,1.505,0.116,2.708,0.119,11.37793743112328,2.900696,1.5987439999999997,1.3019520000000002
741,05220272,19.009,0.043,1.359,0.046,2.934,0.045,10.370937431123282,3.126696,1.4527439999999998,1.673952
742,05220476,20.936,0.25,1.209,0.27,2.928,0.263,12.297937431123282,3.1206959999999997,1.302744,1.8179519999999998
743,05220293,18.951,0.039,0.627,0.048,1.485,0.051,10.312937431123283,1.6776960000000003,0.720744,0.9569520000000002
744,05220070,19.156,0.047,0.839,0.056,1.514,0.064,10.517937431123281,1.7066960000000002,0.9327439999999998,0.7739520000000004
745,05220165,18.393,0.023,0.801,0.027,1.565,0.03,9.754937431123283,1.757696,0.894744,0.8629519999999999
748,05221134,18.507,0.027,0.693,0.033,1.423,0.036,9.868937431123284,1.615696,0.7867439999999999,0.8289520000000001
751,05220775,18.308,0.023,0.711,0.027,1.412,0.031,9.669937431123282,1.604696,0.8047439999999999,0.799952
753,05220906,20.344,0.136,1.015,0.156,1.95,0.159,11.705937431123283,2.142696,1.108744,1.033952
754,05220540,20.166,0.114,1.105,0.129,2.305,0.128,11.527937431123283,2.497696,1.1987439999999998,1.298952
756,05220839,18.568,0.029,0.773,0.035,1.454,0.042,9.929937431123284,1.6466960000000002,0.866744,0.7799520000000002
757,05220053,19.429,0.06,0.808,0.071,1.534,0.081,10.79093743112328,1.7266960000000002,0.9017440000000001,0.8249520000000001
758,05221053,19.859,0.089,0.894,0.108,1.997,0.108,11.220937431123284,2.189696,0.987744,1.2019520000000001
759,05221072,18.628,0.03,0.988,0.034,1.961,0.035,9.989937431123282,2.153696,1.0817439999999998,1.0719520000000002
760,05220343,20.038,0.103,0.899,0.12,1.806,0.125,11.399937431123282,1.998696,0.9927439999999998,1.0059520000000002
761,05220339,20.948,0.243,0.627,0.312,2.209,0.274,12.309937431123283,2.401696,0.720744,1.6809519999999998
762,05220047,19.566,0.076,1.021,0.084,2.031,0.089,10.927937431123281,2.223696,1.1147439999999997,1.1089520000000002
763,05221067,18.517,0.026,0.761,0.03,1.49,0.036,9.878937431123282,1.6826960000000002,0.854744,0.8279520000000002
764,05221618,18.765,0.036,0.806,0.044,1.896,0.046,10.126937431123283,2.0886959999999997,0.8997439999999999,1.1889519999999998
765,05222463,20.982,0.248,1.196,0.273,2.183,0.281,12.343937431123281,2.3756959999999996,1.289744,1.0859519999999996
766,05222616,19.487,0.069,0.897,0.077,1.686,0.086,10.84893743112328,1.878696,0.9907440000000001,0.8879519999999999
768,05222473,20.067,0.106,0.685,0.131,2.311,0.119,11.428937431123282,2.5036959999999997,0.7787439999999999,1.7249519999999998
769,05222715,18.838,0.036,0.659,0.044,1.329,0.051,10.199937431123283,1.5216960000000002,0.7527440000000001,0.7689520000000001
770,05222652,17.691,0.013,0.985,0.015,1.804,0.017,9.052937431123281,1.9966960000000002,1.078744,0.9179520000000003
772,05222197,20.429,0.148,1.262,0.16,2.361,0.165,11.79093743112328,2.553696,1.3557439999999998,1.1979520000000001
773,05222931,19.524,0.067,0.87,0.078,1.73,0.085,10.885937431123283,1.922696,0.9637439999999999,0.958952
774,05222939,19.453,0.062,1.05,0.07,1.89,0.076,10.814937431123282,2.082696,1.143744,0.9389519999999998
775,05222229,19.017,0.038,0.978,0.044,1.885,0.047,10.378937431123282,2.077696,1.071744,1.005952
776,05221862,20.311,0.145,0.645,0.178,1.911,0.169,11.672937431123282,2.103696,0.7387439999999998,1.364952
780,05221742,19.501,0.067,0.631,0.083,1.189,0.099,10.862937431123283,1.381696,0.724744,0.656952
781,05221591,18.053,0.017,0.553,0.022,1.105,0.028,9.414937431123283,1.297696,0.646744,0.650952
783,05222174,18.011,0.017,0.783,0.02,1.527,0.022,9.372937431123281,1.7196960000000001,0.876744,0.8429520000000001
784,05221877,19.971,0.094,0.86,0.112,1.661,0.121,11.332937431123282,1.853696,0.9537439999999999,0.8999520000000001
786,05221546,19.488,0.065,0.768,0.077,1.518,0.087,10.849937431123282,1.7106960000000002,0.8617440000000001,0.8489520000000002
788,05212421,20.783,0.209,0.707,0.258,1.787,0.262,12.144937431123283,1.979696,0.8007439999999999,1.178952
789,05212564,17.702,0.011,1.131,0.013,2.246,0.013,9.063937431123284,2.4386959999999998,1.224744,1.2139519999999997
790,05211767,19.852,0.095,1.125,0.106,2.391,0.105,11.213937431123282,2.5836959999999998,1.2187439999999998,1.364952
792,05211732,18.441,0.025,1.048,0.027,2.02,0.029,9.802937431123281,2.2126959999999998,1.1417439999999999,1.070952
793,05212053,19.382,0.059,0.824,0.069,1.733,0.075,10.743937431123284,1.925696,0.9177439999999999,1.0079520000000002
794,05212153,20.326,0.133,0.975,0.151,2.299,0.15,11.687937431123283,2.4916959999999997,1.068744,1.4229519999999998
795,05211625,19.193,0.045,0.794,0.055,1.679,0.06,10.554937431123284,1.8716960000000002,0.8877439999999999,0.9839520000000004
796,05212046,21.604,0.436,1.06,0.495,2.834,0.464,12.965937431123281,3.026696,1.1537439999999999,1.872952
798,05212015,20.264,0.124,1.373,0.132,2.412,0.138,11.625937431123281,2.6046959999999997,1.466744,1.1379519999999996
799,05211686,20.094,0.104,1.058,0.118,2.128,0.122,11.455937431123283,2.320696,1.151744,1.1689519999999998
800,05211783,19.74,0.072,1.15,0.08,2.153,0.085,11.10193743112328,2.345696,1.2437439999999997,1.101952
801,05211721,19.51,0.066,1.16,0.072,2.369,0.073,10.871937431123284,2.561696,1.253744,1.307952
802,05214404,18.901,0.035,0.716,0.043,1.371,0.053,10.262937431123282,1.563696,0.809744,0.753952
803,05214367,20.884,0.208,1.523,0.218,3.006,0.22,12.245937431123282,3.1986959999999995,1.616744,1.5819519999999996
804,05214498,20.342,0.131,1.161,0.145,2.148,0.151,11.70393743112328,2.340696,1.2547439999999999,1.085952
806,05214243,18.857,0.034,1.218,0.037,2.378,0.037,10.218937431123281,2.570696,1.3117439999999998,1.258952
807,05213700,21.526,0.37,1.072,0.422,3.025,0.39,12.887937431123282,3.2176959999999997,1.165744,2.051952
808,05213481,20.767,0.188,1.105,0.212,2.664,0.203,12.128937431123282,2.856696,1.1987439999999998,1.657952
811,05214312,19.118,0.045,0.9,0.053,1.817,0.055,10.47993743112328,2.009696,0.993744,1.015952
812,05214197,20.314,0.134,1.162,0.147,2.267,0.15,11.675937431123282,2.4596959999999997,1.2557439999999997,1.203952
816,05213951,21.394,0.34,1.291,0.368,2.684,0.367,12.75593743112328,2.876696,1.3847439999999998,1.4919520000000002
817,05213667,19.805,0.08,1.161,0.088,2.315,0.088,11.166937431123282,2.5076959999999997,1.2547439999999999,1.2529519999999998
818,05214049,18.526,0.026,0.939,0.029,1.802,0.032,9.887937431123282,1.994696,1.0327439999999999,0.9619520000000001
819,05213679,20.341,0.127,1.333,0.136,2.408,0.14,11.702937431123283,2.6006959999999997,1.426744,1.1739519999999997
820,05213923,18.56,0.027,1.018,0.03,2.147,0.031,9.92193743112328,2.3396959999999996,1.111744,1.2279519999999995
821,05213555,19.898,0.082,1.099,0.093,2.19,0.095,11.259937431123282,2.3826959999999997,1.192744,1.1899519999999997
822,05213047,20.795,0.208,1.54,0.217,2.765,0.222,12.156937431123284,2.957696,1.6337439999999999,1.323952
823,05213494,19.718,0.073,1.112,0.082,2.999,0.077,11.079937431123282,3.191696,1.205744,1.985952
824,05214072,19.318,0.049,0.898,0.057,1.785,0.062,10.679937431123284,1.9776960000000001,0.991744,0.9859520000000002
826,05213077,17.992,0.015,1.124,0.017,2.127,0.018,9.353937431123283,2.3196959999999995,1.217744,1.1019519999999996
827,05213122,20.902,0.219,1.347,0.234,2.279,0.249,12.263937431123283,2.4716959999999997,1.4407439999999998,1.0309519999999999
828,05215660,18.518,0.026,0.773,0.032,1.517,0.036,9.879937431123283,1.7096959999999999,0.866744,0.8429519999999999
829,05215588,20.302,0.132,1.049,0.149,2.022,0.154,11.663937431123282,2.2146959999999996,1.1427439999999998,1.0719519999999998
830,05214869,20.055,0.106,1.411,0.113,2.581,0.115,11.416937431123282,2.7736959999999997,1.5047439999999999,1.2689519999999999
831,05215070,19.651,0.074,1.224,0.08,2.472,0.081,11.012937431123282,2.6646959999999997,1.317744,1.3469519999999997
832,05215005,19.382,0.057,0.789,0.067,1.648,0.073,10.743937431123284,1.840696,0.882744,0.9579520000000001
833,05214869,20.055,0.106,1.41,0.113,2.573,0.115,11.416937431123282,2.7656959999999997,1.503744,1.2619519999999997
835,05215974,21.211,0.297,1.526,0.31,2.679,0.317,12.57293743112328,2.8716959999999996,1.619744,1.2519519999999995
836,05215287,19.188,0.046,1.188,0.05,2.34,0.051,10.549937431123281,2.5326959999999996,1.281744,1.2509519999999996
837,05215174,18.215,0.02,0.926,0.024,1.904,0.025,9.576937431123282,2.0966959999999997,1.019744,1.0769519999999997
838,05215260,19.035,0.039,1.023,0.044,1.989,0.046,10.396937431123282,2.181696,1.116744,1.0649520000000001
839,05215200,18.539,0.028,1.066,0.031,2.233,0.031,9.900937431123284,2.425696,1.159744,1.2659519999999997
840,05215080,19.571,0.07,0.914,0.08,1.593,0.09,10.932937431123284,1.785696,1.007744,0.777952
841,05215084,19.855,0.079,1.243,0.086,2.656,0.086,11.216937431123283,2.848696,1.3367440000000002,1.5119519999999997
843,05214853,19.321,0.051,0.82,0.062,1.549,0.068,10.682937431123284,1.741696,0.9137439999999999,0.827952
844,05214842,17.9,0.013,0.793,0.017,1.556,0.019,9.26193743112328,1.748696,0.886744,0.861952
845,05214564,20.804,0.199,1.321,0.212,2.221,0.226,12.16593743112328,2.413696,1.414744,0.9989519999999998
847,05214767,20.628,0.175,1.369,0.187,2.576,0.188,11.989937431123282,2.768696,1.462744,1.3059519999999998
849,05214535,19.32,0.051,0.998,0.058,3.279,0.053,10.681937431123282,3.4716959999999997,1.091744,2.3799519999999994
850,05215959,18.852,0.034,0.881,0.04,1.795,0.042,10.213937431123282,1.987696,0.974744,1.0129519999999999
852,05215924,20.556,0.162,1.663,0.168,3.653,0.167,11.917937431123283,3.8456960000000002,1.756744,2.088952
853,05215668,20.554,0.154,1.455,0.162,3.195,0.16,11.91593743112328,3.3876959999999996,1.548744,1.8389519999999997
855,05215675,18.327,0.021,0.615,0.027,1.268,0.031,9.688937431123284,1.4606960000000002,0.708744,0.7519520000000002
857,05221054,19.238,0.05,0.677,0.061,1.278,0.076,10.599937431123282,1.470696,0.7707439999999999,0.6999520000000001
858,05220492,19.152,0.045,0.872,0.053,1.631,0.06,10.513937431123283,1.8236960000000002,0.9657439999999999,0.8579520000000003
859,05220170,19.58,0.072,0.886,0.083,1.791,0.088,10.94193743112328,1.983696,0.979744,1.003952
861,05220220,17.667,0.013,1.089,0.014,2.007,0.015,9.028937431123284,2.199696,1.1827439999999998,1.016952
862,05221309,20.793,0.172,1.472,0.187,2.746,0.185,12.154937431123281,2.9386959999999998,1.5657439999999998,1.372952
863,05220463,18.407,0.025,0.68,0.031,1.36,0.034,9.768937431123282,1.5526960000000003,0.773744,0.7789520000000003
864,05220543,18.729,0.034,0.678,0.042,1.269,0.047,10.090937431123281,1.461696,0.771744,0.6899520000000001
865,05220512,19.341,0.052,1.302,0.056,2.539,0.057,10.702937431123283,2.731696,1.3957439999999999,1.335952
866,05221047,20.447,0.158,1.121,0.172,2.209,0.178,11.808937431123281,2.401696,1.2147439999999998,1.186952
867,05220284,18.386,0.024,0.776,0.028,1.489,0.032,9.747937431123281,1.6816960000000003,0.8697440000000001,0.8119520000000002
869,05220279,20.414,0.143,1.177,0.159,2.038,0.165,11.775937431123284,2.2306959999999996,1.2707439999999999,0.9599519999999997
870,05220269,18.242,0.02,0.736,0.025,1.479,0.028,9.603937431123283,1.671696,0.829744,0.841952
871,05220199,19.241,0.043,0.902,0.053,1.724,0.057,10.602937431123282,1.9166960000000002,0.995744,0.9209520000000002
873,05220959,18.994,0.038,0.732,0.047,2.73,0.041,10.355937431123282,2.9226959999999997,0.825744,2.096952
874,05221156,20.454,0.141,1.401,0.152,2.52,0.156,11.815937431123283,2.7126959999999998,1.494744,1.2179519999999997
875,05221238,19.281,0.055,0.733,0.064,1.484,0.07,10.642937431123281,1.676696,0.8267439999999999,0.849952
877,05220774,21.357,0.334,1.223,0.366,2.767,0.357,12.718937431123281,2.9596959999999997,1.3167440000000001,1.6429519999999995
878,05220808,19.679,0.075,1.073,0.083,1.841,0.092,11.04093743112328,2.033696,1.1667439999999998,0.8669520000000002
879,05220810,19.34,0.056,0.717,0.07,1.51,0.078,10.701937431123282,1.7026960000000002,0.8107439999999999,0.8919520000000003
880,05220880,20.192,0.123,1.104,0.135,2.048,0.142,11.553937431123282,2.240696,1.197744,1.0429519999999999
881,05220957,19.112,0.047,0.754,0.058,1.402,0.065,10.47393743112328,1.5946960000000001,0.8477439999999998,0.7469520000000003
882,05220902,18.187,0.019,0.919,0.022,1.73,0.024,9.548937431123283,1.922696,1.0127439999999999,0.9099520000000001
883,05220902,20.036,0.115,0.814,0.136,1.497,0.155,11.397937431123284,1.6896960000000003,0.9077439999999999,0.7819520000000004
884,05220921,19.638,0.068,1.366,0.072,3.018,0.071,10.999937431123284,3.2106959999999996,1.459744,1.7509519999999996
885,05220639,18.868,0.049,0.629,0.061,1.666,0.063,10.22993743112328,1.858696,0.7227439999999998,1.135952
886,05220757,18.169,0.019,0.743,0.025,1.499,0.027,9.530937431123283,1.691696,0.8367439999999999,0.8549520000000002
888,05221591,20.249,0.118,0.894,0.139,1.817,0.149,11.610937431123281,2.009696,0.987744,1.021952
889,05222829,18.131,0.019,0.741,0.023,1.363,0.027,9.492937431123282,1.555696,0.8347439999999999,0.720952
891,05222684,19.15,0.048,0.918,0.055,1.777,0.06,10.51193743112328,1.9696960000000001,1.011744,0.9579520000000001
893,05221614,20.694,0.185,1.091,0.207,2.243,0.21,12.055937431123281,2.4356959999999996,1.184744,1.2509519999999996
895,05221621,18.698,0.031,0.719,0.037,1.421,0.042,10.059937431123283,1.6136960000000002,0.8127439999999999,0.8009520000000003
897,05222343,19.99,0.098,1.049,0.114,1.858,0.125,11.35193743112328,2.050696,1.1427439999999998,0.9079520000000001
898,05222005,17.725,0.012,1.24,0.014,2.774,0.013,9.086937431123284,2.9666959999999998,1.333744,1.6329519999999997
899,05222167,17.799,0.013,0.688,0.017,1.403,0.019,9.160937431123282,1.595696,0.781744,0.813952
903,05222299,18.104,0.018,0.878,0.021,1.754,0.023,9.465937431123281,1.946696,0.9717439999999999,0.974952
905,05222520,17.891,0.016,0.743,0.02,1.483,0.023,9.25293743112328,1.675696,0.8367439999999999,0.8389520000000001
906,05222548,17.878,0.015,0.735,0.019,1.457,0.021,9.239937431123282,1.6496960000000003,0.8287439999999999,0.8209520000000003
907,05221831,19.528,0.066,0.868,0.078,1.655,0.085,10.88993743112328,1.8476960000000002,0.9617439999999999,0.8859520000000003
908,05212268,19.636,0.072,0.855,0.084,1.737,0.092,10.997937431123281,1.929696,0.9487439999999998,0.9809520000000003
909,05212925,19.786,0.08,0.957,0.093,1.942,0.097,11.147937431123284,2.134696,1.050744,1.083952
910,05212881,18.015,0.016,0.885,0.019,1.775,0.02,9.376937431123283,1.967696,0.9787440000000001,0.9889519999999998
911,05212559,18.763,0.033,0.873,0.038,1.692,0.041,10.124937431123284,1.8846960000000001,0.966744,0.9179520000000001
912,05212234,20.113,0.111,1.102,0.123,2.099,0.128,11.474937431123282,2.291696,1.1957440000000001,1.0959519999999998
913,05212093,19.591,0.07,1.083,0.078,2.029,0.082,10.952937431123283,2.2216959999999997,1.176744,1.0449519999999997
914,05212844,19.617,0.069,0.955,0.079,1.767,0.088,10.978937431123283,1.9596959999999999,1.048744,0.910952
915,05212887,18.855,0.034,0.966,0.039,1.857,0.041,10.216937431123283,2.049696,1.059744,0.9899519999999999
917,05212791,19.775,0.085,1.186,0.094,2.815,0.091,11.13693743112328,3.0076959999999997,1.2797439999999998,1.727952
918,05212225,18.266,0.02,1.049,0.023,2.072,0.024,9.62793743112328,2.264696,1.1427439999999998,1.121952
919,05211765,19.024,0.04,0.846,0.047,1.506,0.056,10.385937431123283,1.6986960000000002,0.9397439999999999,0.7589520000000003
920,05211666,19.61,0.07,0.597,0.088,1.724,0.086,10.971937431123282,1.9166960000000002,0.690744,1.2259520000000002
922,05211956,19.83,0.079,0.886,0.093,1.853,0.101,11.19193743112328,2.045696,0.979744,1.065952
923,05212187,19.606,0.071,1.277,0.075,2.469,0.078,10.967937431123284,2.6616959999999996,1.370744,1.2909519999999997
924,05212914,19.202,0.044,1.025,0.05,2.002,0.054,10.563937431123284,2.1946959999999995,1.1187439999999997,1.0759519999999998
926,05212150,19.134,0.045,0.805,0.053,1.773,0.058,10.495937431123282,1.965696,0.898744,1.0669520000000001
927,05212640,18.032,0.018,1.011,0.021,2.018,0.022,9.393937431123282,2.2106959999999996,1.104744,1.1059519999999996
928,05212654,21.104,0.265,1.192,0.291,2.171,0.303,12.465937431123281,2.3636959999999996,1.285744,1.0779519999999996
930,05212153,20.496,0.146,1.047,0.169,2.216,0.167,11.85793743112328,2.408696,1.140744,1.267952
931,05213439,18.459,0.024,0.911,0.027,1.842,0.029,9.820937431123282,2.034696,1.0047439999999999,1.029952
933,05213629,19.188,0.046,0.808,0.056,1.752,0.06,10.549937431123281,1.9446960000000002,0.9017440000000001,1.042952
934,05213409,19.502,0.063,1.209,0.069,2.321,0.071,10.863937431123281,2.513696,1.302744,1.210952
937,05213285,19.058,0.041,1.062,0.046,2.048,0.048,10.419937431123282,2.240696,1.155744,1.0849519999999997
938,05213206,18.567,0.027,1.062,0.03,2.02,0.031,9.928937431123282,2.2126959999999998,1.155744,1.0569519999999997
939,05213671,18.872,0.035,1.257,0.038,2.597,0.038,10.233937431123282,2.7896959999999997,1.350744,1.4389519999999998
940,05214097,21.444,0.367,1.044,0.418,2.74,0.392,12.805937431123281,2.932696,1.1377439999999999,1.794952
942,05213176,19.399,0.058,0.953,0.066,2.001,0.068,10.760937431123283,2.1936959999999996,1.046744,1.1469519999999997
944,05214349,19.488,0.061,0.869,0.071,1.683,0.078,10.849937431123282,1.8756960000000003,0.962744,0.9129520000000002
945,05213724,19.835,0.085,1.146,0.094,2.906,0.09,11.196937431123283,3.098696,1.2397439999999997,1.8589520000000002
946,05214267,17.867,0.016,0.944,0.019,1.825,0.02,9.228937431123283,2.017696,1.0377439999999998,0.9799520000000002
947,05213745,20.277,0.121,0.91,0.14,1.894,0.146,11.638937431123283,2.086696,1.003744,1.082952
949,05215543,19.224,0.047,0.847,0.055,1.614,0.062,10.585937431123282,1.8066960000000003,0.9407439999999998,0.8659520000000005
950,05215694,18.049,0.016,0.649,0.021,1.279,0.025,9.410937431123282,1.471696,0.7427439999999998,0.728952
951,05215435,18.986,0.041,0.627,0.051,1.291,0.061,10.347937431123283,1.483696,0.720744,0.7629519999999999
954,05215528,17.703,0.012,0.844,0.015,1.637,0.016,9.064937431123282,1.829696,0.9377439999999999,0.8919520000000001
955,05215483,18.58,0.025,1.375,0.027,3.07,0.026,9.94193743112328,3.2626959999999996,1.4687439999999998,1.7939519999999998
956,05215337,18.742,0.033,0.736,0.04,1.445,0.044,10.103937431123283,1.6376960000000003,0.829744,0.8079520000000002
957,05215359,19.283,0.052,0.803,0.061,1.575,0.069,10.644937431123283,1.7676960000000002,0.896744,0.8709520000000002
959,05215314,19.477,0.061,1.223,0.067,2.574,0.066,10.838937431123282,2.7666959999999996,1.3167440000000001,1.4499519999999995
960,05214650,19.17,0.048,1.04,0.053,1.897,0.058,10.531937431123284,2.089696,1.1337439999999999,0.9559520000000001
961,05214908,19.714,0.076,0.882,0.089,1.867,0.091,11.07593743112328,2.0596959999999997,0.975744,1.0839519999999998
962,05214805,20.198,0.113,0.733,0.139,1.745,0.144,11.559937431123283,1.937696,0.8267439999999999,1.1109520000000002
963,05214634,18.169,0.018,0.862,0.022,1.745,0.023,9.530937431123283,1.937696,0.9557439999999999,0.9819520000000002
968,05214639,20.398,0.145,0.646,0.18,1.714,0.181,11.759937431123282,1.906696,0.739744,1.166952
969,05214941,17.673,0.014,1.35,0.016,2.298,0.016,9.03493743112328,2.490696,1.443744,1.0469519999999999
970,05215175,18.84,0.034,0.94,0.039,1.788,0.042,10.201937431123282,1.9806960000000002,1.0337439999999998,0.9469520000000005
971,05215089,19.006,0.039,0.965,0.044,1.894,0.047,10.367937431123282,2.086696,1.058744,1.027952
