,ID,V,e_V,V-R,e_V-R,V-I,e_V-I,abs(V),abs(V-I),abs(V-R),abs(R-I)
937,05214941,17.582,0.052,1.35,0.057,2.104,0.062,8.943937431123283,2.296696,1.443744,0.8529519999999999
946,05220484,17.544,0.047,0.843,0.058,1.724,0.061,8.905937431123283,1.9166960000000002,0.9367439999999998,0.9799520000000004
949,05220226,16.845,0.025,0.924,0.03,1.862,0.031,8.206937431123281,2.054696,1.017744,1.0369519999999999
950,05220917,14.002,0.003,0.651,0.004,1.293,0.004,5.363937431123283,1.4856960000000001,0.7447440000000001,0.740952
953,05221012,17.271,0.036,0.77,0.045,1.658,0.049,8.632937431123283,1.850696,0.8637439999999998,0.986952
955,05220054,10.782,0.001,0.372,0.001,0.738,0.001,2.143937431123282,0.9306959999999999,0.465744,0.46495199999999987
958,05220054,10.782,0.001,0.372,0.001,0.738,0.001,2.143937431123282,0.9306959999999999,0.465744,0.46495199999999987
968,05222176,17.61,0.052,1.061,0.06,2.356,0.059,8.971937431123282,2.5486959999999996,1.1547439999999998,1.3939519999999999
973,05221504,17.222,0.034,0.919,0.042,1.915,0.043,8.583937431123283,2.107696,1.0127439999999999,1.094952
974,05222507,16.443,0.018,1.238,0.021,2.834,0.02,7.8049374311232835,3.026696,1.3317439999999998,1.694952
979,05212876,15.953,0.011,0.692,0.015,1.505,0.016,7.3149374311232815,1.6976959999999999,0.785744,0.9119519999999999
985,05211846,17.182,0.1,0.796,0.125,1.648,0.132,8.54393743112328,1.840696,0.8897440000000001,0.950952
995,05213220,17.473,0.042,0.827,0.051,1.745,0.055,8.834937431123281,1.937696,0.9207439999999998,1.0169520000000003
1002,05214031,16.768,0.023,0.985,0.027,1.983,0.028,8.129937431123283,2.175696,1.078744,1.096952
1006,05213944,17.426,0.037,0.955,0.045,1.907,0.047,8.78793743112328,2.099696,1.048744,1.0509519999999999
1011,05213607,16.049,0.012,1.018,0.015,2.325,0.014,7.410937431123282,2.517696,1.111744,1.4059519999999999
1013,05215015,17.303,0.036,0.839,0.043,1.747,0.047,8.664937431123283,1.9396960000000003,0.9327439999999998,1.0069520000000005
1023,05215880,16.391,0.016,0.874,0.021,1.709,0.022,7.75293743112328,1.901696,0.9677439999999999,0.9339520000000001
1026,05215420,17.51,0.049,0.53,0.067,1.016,0.088,8.871937431123284,1.208696,0.6237440000000001,0.5849519999999999
1027,05215441,17.178,0.032,1.176,0.037,2.762,0.034,8.539937431123283,2.9546959999999998,1.269744,1.6849519999999998
1033,05215640,16.986,0.027,0.744,0.034,1.538,0.038,8.347937431123283,1.7306960000000002,0.837744,0.8929520000000002
1038,05220760,17.044,0.031,0.857,0.038,1.547,0.042,8.405937431123283,1.7396960000000001,0.950744,0.7889520000000001
1048,05220835,17.086,0.031,0.88,0.039,1.699,0.041,8.44793743112328,1.8916960000000003,0.9737439999999999,0.9179520000000003
1049,05221499,15.464,0.008,0.87,0.01,1.739,0.011,6.8259374311232826,1.9316960000000003,0.9637439999999999,0.9679520000000004
1050,05220864,17.089,0.031,0.874,0.039,1.702,0.041,8.45093743112328,1.894696,0.9677439999999999,0.926952
1051,05221499,15.464,0.008,0.87,0.01,1.739,0.011,6.8259374311232826,1.9316960000000003,0.9637439999999999,0.9679520000000004
1052,05221397,17.281,0.037,0.526,0.05,1.233,0.062,8.642937431123281,1.425696,0.6197440000000001,0.805952
1053,05221346,14.191,0.003,0.549,0.004,1.185,0.005,5.552937431123283,1.377696,0.642744,0.734952
1055,05221044,17.268,0.036,0.712,0.046,1.356,0.057,8.629937431123283,1.5486960000000003,0.805744,0.7429520000000003
1060,05222843,17.11,0.035,1.031,0.041,1.995,0.042,8.471937431123282,2.187696,1.124744,1.062952
1061,05222894,15.882,0.017,0.82,0.022,1.676,0.023,7.243937431123282,1.8686960000000001,0.9137439999999999,0.9549520000000002
1063,05222580,16.435,0.022,0.613,0.029,1.198,0.036,7.796937431123281,1.390696,0.706744,0.6839519999999999
1065,05222525,16.282,0.016,0.733,0.021,1.504,0.024,7.643937431123282,1.696696,0.8267439999999999,0.8699520000000001
1066,05222488,17.033,0.246,0.065,0.418,1.041,0.355,8.394937431123283,1.233696,0.158744,1.074952
1075,05221788,17.536,0.051,0.609,0.068,1.242,0.077,8.897937431123284,1.434696,0.702744,0.7319519999999999
1080,05223748,15.98,0.013,0.782,0.018,1.578,0.019,7.341937431123283,1.7706960000000003,0.8757439999999999,0.8949520000000004
1084,05224100,16.6,0.024,1.034,0.028,2.208,0.028,7.961937431123284,2.400696,1.127744,1.2729519999999999
1087,05223724,15.981,0.013,0.783,0.018,1.579,0.019,7.342937431123282,1.7716960000000002,0.876744,0.8949520000000002
1088,05224100,16.6,0.024,1.037,0.028,2.208,0.028,7.961937431123284,2.400696,1.1307439999999997,1.2699520000000002
1089,05223599,17.021,0.029,1.076,0.034,2.101,0.034,8.382937431123283,2.2936959999999997,1.169744,1.1239519999999998
1091,05223462,17.579,0.047,0.869,0.058,1.623,0.066,8.940937431123283,1.8156960000000002,0.962744,0.8529520000000002
1092,05225889,17.552,0.044,0.748,0.055,1.473,0.062,8.913937431123282,1.6656960000000003,0.841744,0.8239520000000002
1093,05225976,13.573,0.002,0.524,0.003,1.031,0.004,4.9349374311232825,1.2236960000000001,0.6177440000000001,0.605952
1096,05225582,13.437,0.002,0.573,0.003,1.279,0.004,4.7989374311232815,1.471696,0.666744,0.8049519999999999
1097,05225626,12.859,0.002,0.724,0.002,1.476,0.003,4.220937431123282,1.668696,0.817744,0.8509519999999999
1098,05225494,16.36,0.016,0.75,0.021,1.42,0.024,7.721937431123282,1.612696,0.8437439999999998,0.7689520000000001
1099,05225533,17.083,0.03,0.79,0.037,1.59,0.04,8.44493743112328,1.7826960000000003,0.8837439999999999,0.8989520000000004
1101,05224777,17.567,0.05,0.92,0.059,1.786,0.066,8.928937431123282,1.978696,1.013744,0.964952
1110,05230673,16.358,0.019,0.653,0.025,1.35,0.028,7.719937431123283,1.542696,0.7467439999999999,0.7959520000000002
1111,05230394,14.347,0.004,0.577,0.006,1.175,0.007,5.708937431123282,1.3676960000000002,0.670744,0.6969520000000002
1117,05230762,17.631,0.053,0.527,0.075,1.283,0.088,8.992937431123282,1.475696,0.620744,0.8549519999999999
1122,05232592,16.386,0.018,0.636,0.025,1.26,0.031,7.747937431123281,1.4526960000000002,0.729744,0.7229520000000003
1124,05232228,13.419,0.002,0.566,0.003,1.12,0.004,4.780937431123283,1.312696,0.6597439999999999,0.6529520000000002
1126,05231542,16.148,0.014,0.662,0.019,1.325,0.022,7.509937431123282,1.5176960000000002,0.755744,0.7619520000000002
1127,05232899,17.155,0.035,0.624,0.047,1.231,0.058,8.516937431123283,1.4236960000000003,0.7177439999999999,0.7059520000000004
1133,05233731,15.299,0.023,0.79,0.03,1.556,0.033,6.660937431123282,1.748696,0.8837439999999999,0.8649520000000002
1137,05233774,15.299,0.023,0.79,0.03,1.556,0.033,6.660937431123282,1.748696,0.8837439999999999,0.8649520000000002
1138,05233090,13.128,0.004,0.574,0.006,1.054,0.008,4.489937431123282,1.2466960000000002,0.6677439999999999,0.5789520000000004
1147,05223224,14.903,0.005,0.795,0.006,1.591,0.007,6.264937431123283,1.7836960000000002,0.888744,0.8949520000000002
1152,05223059,16.926,0.026,0.7,0.033,1.319,0.041,8.28793743112328,1.511696,0.793744,0.7179519999999999
1160,05224230,15.748,0.009,0.605,0.013,1.262,0.016,7.1099374311232815,1.454696,0.698744,0.755952
1163,05224465,16.89,0.024,0.653,0.031,1.356,0.038,8.251937431123283,1.5486960000000003,0.7467439999999999,0.8019520000000004
1167,05225576,17.021,0.028,0.649,0.037,1.335,0.044,8.382937431123283,1.527696,0.7427439999999998,0.7849520000000001
1169,05225709,16.7,0.02,0.54,0.029,1.136,0.035,8.061937431123281,1.328696,0.6337440000000001,0.694952
1171,05225727,15.418,0.007,0.718,0.01,1.403,0.011,6.779937431123281,1.595696,0.8117439999999998,0.7839520000000002
1176,05225068,17.319,0.034,0.793,0.044,1.54,0.05,8.680937431123281,1.732696,0.886744,0.845952
1180,05225262,17.468,0.041,0.62,0.057,1.402,0.059,8.829937431123282,1.5946960000000001,0.7137439999999999,0.8809520000000002
1188,05230498,15.104,0.006,0.966,0.008,1.959,0.008,6.465937431123281,2.151696,1.059744,1.0919519999999998
1189,05230299,17.237,0.035,0.745,0.044,1.449,0.05,8.59893743112328,1.6416960000000003,0.8387439999999999,0.8029520000000003
1190,05230505,16.438,0.017,0.628,0.024,1.28,0.028,7.799937431123281,1.4726960000000002,0.7217439999999999,0.7509520000000003
1192,05230304,17.416,0.039,0.578,0.053,1.304,0.063,8.777937431123283,1.4966960000000002,0.6717439999999999,0.8249520000000004
1193,05230184,16.169,0.013,0.698,0.018,1.308,0.022,7.530937431123283,1.5006960000000003,0.7917439999999998,0.7089520000000005
1194,05230236,13.261,0.002,0.556,0.003,1.048,0.003,4.622937431123281,1.240696,0.6497440000000001,0.5909519999999999
1195,05230033,17.591,0.048,0.512,0.066,1.3,0.077,8.952937431123283,1.4926960000000002,0.6057440000000001,0.8869520000000002
1197,05230058,15.696,0.009,0.806,0.011,1.575,0.013,7.057937431123282,1.7676960000000002,0.8997439999999999,0.8679520000000003
1199,05230746,16.45,0.019,1.164,0.023,2.511,0.023,7.811937431123281,2.703696,1.257744,1.445952
1200,05230173,17.186,0.034,0.748,0.042,1.506,0.047,8.547937431123282,1.6986960000000002,0.841744,0.8569520000000002
1201,05230139,17.601,0.046,0.557,0.065,0.91,0.094,8.962937431123281,1.1026960000000001,0.650744,0.45195200000000013
1203,05230705,17.264,0.041,0.778,0.052,1.386,0.068,8.625937431123281,1.578696,0.8717439999999999,0.7069520000000002
1205,05230699,14.823,0.005,0.515,0.007,1.044,0.009,6.1849374311232825,1.236696,0.608744,0.6279520000000001
1207,05231162,16.07,0.013,0.611,0.018,1.276,0.021,7.431937431123282,1.4686960000000002,0.704744,0.7639520000000002
1208,05231275,16.471,0.02,0.739,0.025,1.359,0.03,7.832937431123282,1.551696,0.8327439999999999,0.718952
1209,05231341,14.639,0.005,0.617,0.006,1.243,0.007,6.0009374311232815,1.4356960000000003,0.710744,0.7249520000000003
1210,05231428,15.807,0.011,0.649,0.015,1.259,0.019,7.1689374311232825,1.4516959999999999,0.7427439999999998,0.708952
1214,05231459,17.27,0.037,0.842,0.048,1.594,0.053,8.631937431123282,1.7866960000000003,0.9357439999999999,0.8509520000000004
1217,05231191,16.579,0.022,0.72,0.028,1.505,0.03,7.940937431123283,1.6976959999999999,0.813744,0.8839519999999998
1219,05230893,17.02,0.031,0.639,0.043,1.299,0.048,8.381937431123282,1.491696,0.7327440000000001,0.7589519999999998
1223,05230848,16.738,0.024,0.639,0.031,1.311,0.037,8.099937431123282,1.503696,0.7327440000000001,0.7709519999999999
1224,05230664,16.03,0.012,0.633,0.017,1.264,0.02,7.391937431123283,1.4566960000000002,0.7267439999999998,0.7299520000000004
1230,05231897,16.84,0.027,0.571,0.036,1.211,0.043,8.201937431123282,1.4036960000000003,0.664744,0.7389520000000003
1231,05231843,16.746,0.024,0.777,0.031,1.447,0.036,8.10793743112328,1.639696,0.870744,0.7689520000000001
1232,05231652,16.18,0.017,0.536,0.024,1.104,0.03,7.541937431123282,1.296696,0.6297440000000001,0.666952
1233,05231977,17.232,0.039,-0.972,0.149,1.271,0.062,8.593937431123281,1.4636959999999999,-0.8782559999999999,2.341952
1234,05231657,15.734,0.011,0.598,0.016,1.205,0.017,7.095937431123282,1.397696,0.6917439999999999,0.7059520000000001
1238,05232013,17.277,0.04,0.817,0.049,1.528,0.054,8.638937431123283,1.720696,0.910744,0.809952
1239,05232670,17.103,0.033,0.997,0.039,2.091,0.039,8.464937431123284,2.283696,1.090744,1.192952
1241,05232941,14.518,0.004,0.382,0.006,0.832,0.008,5.879937431123283,1.024696,0.475744,0.5489520000000001
1244,05232642,17.11,0.035,0.703,0.044,1.447,0.05,8.471937431123282,1.639696,0.7967439999999999,0.8429520000000001
1250,05232688,17.111,0.037,0.705,0.047,1.377,0.056,8.472937431123283,1.5696960000000002,0.7987439999999999,0.7709520000000003
1253,05232529,17.267,0.038,0.842,0.047,1.521,0.056,8.628937431123282,1.7136959999999999,0.9357439999999999,0.777952
1256,05233204,17.601,0.051,1.051,0.062,1.967,0.065,8.962937431123281,2.159696,1.144744,1.0149519999999999
1258,05233228,15.58,0.009,0.849,0.011,1.645,0.013,6.941937431123282,1.837696,0.942744,0.894952
1260,05233429,17.328,0.043,0.492,0.059,1.131,0.072,8.689937431123282,1.3236960000000002,0.585744,0.7379520000000002
1263,05233760,16.416,0.018,0.583,0.025,1.144,0.033,7.7779374311232825,1.336696,0.676744,0.6599520000000001
1266,05233514,17.203,0.038,0.55,0.052,1.273,0.063,8.564937431123282,1.465696,0.6437440000000001,0.821952
1270,05233514,17.203,0.038,0.55,0.052,1.273,0.063,8.564937431123282,1.465696,0.6437440000000001,0.821952
1273,05233383,14.147,0.003,0.719,0.004,1.358,0.004,5.508937431123282,1.550696,0.8127439999999999,0.7379520000000002
1274,05233417,14.243,0.004,0.851,0.005,1.589,0.005,5.6049374311232825,1.781696,0.9447439999999998,0.8369520000000001
1276,05233974,17.53,0.052,0.526,0.075,1.272,0.082,8.891937431123283,1.4646960000000002,0.6197440000000001,0.8449520000000001
1278,05233439,17.539,0.05,0.788,0.063,1.44,0.074,8.900937431123284,1.632696,0.8817440000000001,0.7509519999999998
1279,05222978,17.399,0.037,0.756,0.048,1.462,0.057,8.760937431123283,1.6546960000000002,0.849744,0.8049520000000001
1284,05222765,17.45,0.044,0.78,0.056,1.528,0.063,8.811937431123281,1.720696,0.8737440000000001,0.8469519999999999
1290,05224469,17.11,0.031,0.685,0.04,1.476,0.044,8.471937431123282,1.668696,0.7787439999999999,0.8899520000000001
1294,05223400,14.314,0.004,1.036,0.005,2.013,0.005,5.675937431123282,2.2056959999999997,1.1297439999999999,1.0759519999999998
1295,05224042,16.957,0.027,0.711,0.035,1.481,0.039,8.318937431123283,1.6736960000000003,0.8047439999999999,0.8689520000000004
1296,05224009,17.035,0.031,0.787,0.039,1.476,0.045,8.396937431123282,1.668696,0.880744,0.787952
1297,05224365,15.409,0.007,0.835,0.009,1.64,0.01,6.770937431123283,1.832696,0.9287439999999998,0.9039520000000003
1302,05223167,17.426,0.041,0.525,0.055,1.186,0.071,8.78793743112328,1.378696,0.618744,0.759952
1305,05224200,17.605,0.053,0.712,0.066,1.322,0.079,8.966937431123283,1.514696,0.805744,0.708952
1308,05225553,16.918,0.025,-0.715,0.075,-0.288,0.124,8.279937431123281,-0.09530399999999997,-0.621256,0.5259520000000001
1314,05224679,16.563,0.018,0.651,0.025,1.274,0.03,7.924937431123281,1.466696,0.7447440000000001,0.7219519999999999
1316,05225069,15.929,0.011,0.868,0.014,1.668,0.015,7.290937431123282,1.8606960000000001,0.9617439999999999,0.8989520000000002
1318,05225366,16.283,0.015,1.16,0.018,2.568,0.017,7.644937431123283,2.760696,1.253744,1.5069519999999998
1319,05225196,14.285,0.003,0.55,0.004,1.128,0.005,5.646937431123282,1.320696,0.6437440000000001,0.676952
1321,05225405,16.466,0.017,0.638,0.023,1.269,0.029,7.827937431123283,1.461696,0.731744,0.7299520000000002
1325,05225120,16.845,0.025,0.749,0.032,1.437,0.038,8.206937431123281,1.6296960000000003,0.8427439999999999,0.7869520000000003
1329,05224651,17.595,0.048,0.844,0.059,1.677,0.065,8.956937431123281,1.869696,0.9377439999999999,0.9319520000000001
1331,05230806,16.214,0.014,0.578,0.02,1.2,0.025,7.575937431123281,1.3926960000000002,0.6717439999999999,0.7209520000000003
1332,05231165,14.773,0.005,0.636,0.007,1.239,0.008,6.134937431123282,1.4316960000000003,0.729744,0.7019520000000004
1334,05231036,15.171,0.006,0.591,0.009,1.187,0.01,6.5329374311232815,1.3796960000000003,0.684744,0.6949520000000002
1336,05230531,13.071,0.002,0.61,0.003,1.223,0.003,4.432937431123282,1.4156960000000003,0.7037439999999999,0.7119520000000004
1338,05231296,16.778,0.026,0.434,0.035,0.87,0.049,8.13993743112328,1.062696,0.527744,0.5349520000000001
1339,05230875,17.382,0.041,0.568,0.057,1.153,0.075,8.743937431123284,1.345696,0.6617439999999999,0.6839520000000001
1343,05231241,16.629,0.02,0.664,0.028,1.286,0.034,7.9909374311232835,1.478696,0.757744,0.720952
1347,05231079,13.915,0.003,0.602,0.004,1.194,0.004,5.276937431123281,1.386696,0.6957439999999999,0.690952
1348,05231175,14.773,0.005,0.636,0.007,1.24,0.008,6.134937431123282,1.4326960000000002,0.729744,0.7029520000000002
1354,05232468,14.347,0.004,1.196,0.005,2.346,0.005,5.708937431123282,2.538696,1.289744,1.2489519999999998
1358,05231565,15.552,0.009,0.673,0.013,1.352,0.014,6.913937431123282,1.5446960000000003,0.7667439999999999,0.7779520000000004
1363,05231636,13.958,0.003,0.542,0.004,1.101,0.005,5.319937431123282,1.293696,0.6357440000000001,0.6579519999999999
1366,05231631,14.318,0.004,0.555,0.006,1.132,0.007,5.679937431123282,1.324696,0.648744,0.6759520000000001
1367,05232983,16.765,0.026,0.733,0.033,1.41,0.038,8.126937431123283,1.6026960000000001,0.8267439999999999,0.7759520000000002
1368,05233828,17.095,0.035,0.68,0.046,1.338,0.059,8.456937431123281,1.530696,0.773744,0.7569520000000001
1369,05233510,17.415,0.044,0.735,0.056,1.316,0.07,8.776937431123281,1.5086960000000003,0.8287439999999999,0.6799520000000003
1371,05233823,16.862,0.029,0.706,0.036,1.336,0.046,8.22393743112328,1.5286960000000003,0.7997439999999998,0.7289520000000005
1373,05233822,17.108,0.032,0.549,0.043,1.082,0.056,8.469937431123283,1.2746960000000003,0.642744,0.6319520000000003
1379,05234028,15.107,0.006,0.8,0.008,1.474,0.009,6.4689374311232815,1.6666960000000002,0.8937440000000001,0.7729520000000001
1380,05233422,15.76,0.01,0.468,0.015,0.975,0.019,7.121937431123282,1.167696,0.561744,0.605952
1385,05233101,14.991,0.006,0.787,0.008,1.539,0.009,6.352937431123282,1.7316960000000001,0.880744,0.8509520000000002
1388,05222761,17.482,0.042,0.881,0.052,1.701,0.056,8.843937431123281,1.893696,0.974744,0.918952
1390,05222885,17.135,0.037,0.83,0.045,1.641,0.048,8.496937431123284,1.833696,0.9237439999999999,0.9099520000000001
1391,05222896,16.796,0.025,0.832,0.031,1.606,0.034,8.157937431123282,1.7986960000000003,0.9257439999999999,0.8729520000000004
1392,05222701,16.436,0.017,0.813,0.022,1.586,0.024,7.797937431123282,1.7786960000000003,0.906744,0.8719520000000003
1393,05224348,17.456,0.042,0.817,0.052,1.596,0.058,8.817937431123282,1.788696,0.910744,0.8779520000000001
1398,05223143,16.543,0.018,0.64,0.025,1.342,0.03,7.904937431123281,1.534696,0.733744,0.8009520000000001
1399,05223649,16.904,0.026,0.729,0.032,1.502,0.038,8.265937431123282,1.6946960000000002,0.8227439999999999,0.8719520000000003
1403,05223863,17.424,0.042,0.616,0.056,1.461,0.062,8.785937431123282,1.6536960000000003,0.7097439999999999,0.9439520000000003
1410,05225788,15.592,0.008,0.558,0.011,1.177,0.014,6.953937431123283,1.369696,0.6517440000000001,0.7179519999999999
1414,05225357,16.951,0.027,0.631,0.035,1.259,0.044,8.312937431123283,1.4516959999999999,0.724744,0.7269519999999998
1415,05224962,16.782,0.024,0.82,0.029,1.669,0.031,8.143937431123282,1.861696,0.9137439999999999,0.9479520000000001
1416,05225032,17.535,0.045,0.649,0.06,1.398,0.068,8.896937431123282,1.590696,0.7427439999999998,0.8479520000000003
1418,05225150,15.093,0.006,0.659,0.008,1.344,0.009,6.454937431123282,1.5366960000000003,0.7527440000000001,0.7839520000000002
1420,05225484,15.648,0.009,0.615,0.013,1.29,0.014,7.009937431123282,1.482696,0.708744,0.773952
1423,05224989,14.985,0.005,0.67,0.007,1.345,0.008,6.346937431123282,1.5376960000000002,0.763744,0.7739520000000002
1425,05224938,16.783,0.024,0.821,0.029,1.67,0.031,8.144937431123283,1.862696,0.914744,0.9479519999999999
1427,05224522,15.918,0.011,0.745,0.014,1.471,0.016,7.279937431123281,1.663696,0.8387439999999999,0.8249520000000001
1429,05225962,17.236,0.033,0.966,0.04,1.748,0.043,8.597937431123283,1.9406960000000002,1.059744,0.8809520000000002
1432,05230170,15.309,0.007,0.916,0.009,1.773,0.01,6.670937431123281,1.965696,1.009744,0.9559520000000001
1439,05230333,14.823,0.005,0.598,0.007,1.199,0.008,6.1849374311232825,1.3916960000000003,0.6917439999999999,0.6999520000000004
1440,05231088,15.361,0.007,0.847,0.009,1.59,0.01,6.722937431123283,1.7826960000000003,0.9407439999999998,0.8419520000000005
1442,05231091,16.517,0.018,0.509,0.026,1.044,0.034,7.878937431123282,1.236696,0.602744,0.6339520000000001
1451,05230611,12.833,0.002,0.526,0.003,1.065,0.003,4.194937431123282,1.257696,0.6197440000000001,0.6379519999999999
1453,05230627,15.606,0.011,0.715,0.014,1.49,0.016,6.967937431123282,1.6826960000000002,0.8087439999999999,0.8739520000000003
1456,05230835,14.797,0.005,0.649,0.006,1.24,0.008,6.158937431123283,1.4326960000000002,0.7427439999999998,0.6899520000000003
1458,05232330,16.17,0.014,0.407,0.021,0.882,0.03,7.531937431123284,1.074696,0.5007439999999999,0.5739520000000002
